id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
753,Benji Betty,Business,Student,United States,California,Bakersfield,Inspiron,96,Tech Blogs,6
754,Herrick Boakes,Personal,Student,United States,California,San Jose,Inspiron,1,Recommendation,24
755,Mitchel Zanetti,Business,Software Engineer,Canada,Ontario,Willowdale,Servers,59,Recommendation,6
756,Chloris Andrivot,Business,Student,Canada,Ontario,Atikokan,Inspiron,23,Recommendation,12
757,Kirk Batho,Business,Game developer,Canada,Ontario,Amherstburg,Alienware,56,Recommendation,12
758,Baxter Perham,Personal,Software Engineer,Canada,Ontario,Port Colborne,Inspiron,1,Social Networks,12
759,Ranice Reims,Business,Game developer,Canada,Ontario,Niagara Falls,XPS,67,Tech Blogs,12
760,Rachelle Matzkaitis,Personal,Game developer,United States,California,Salinas,Alienware,2,Tech Blogs,24
761,Gregoire Cockren,Business,Software Engineer,United States,California,Sacramento,Alienware,76,Offline,6
762,Cammy Crebo,Business,Chef,United States,California,Sacramento,Chromebook,25,Offline,24
763,Krystal MacCardle,Personal,Software Engineer,Canada,Ontario,Willowdale,XPS,2,Tech Blogs,6
764,Ceil Lynch,Business,Game developer,Canada,Ontario,Vaughan,Alienware,58,Social Networks,12
765,Paulie Wheatcroft,Personal,Chef,United States,California,Garden Grove,Chromebook,2,Social Networks,36
766,Scarlet Dalgarnowch,Business,Chef,Canada,Ontario,Windsor,Chromebook,88,Social Networks,12
767,Rutter Cowthart,Business,Software Engineer,Canada,Ontario,Barrie,Servers,40,Social Networks,6
768,Gibby Gorries,Personal,Student,Canada,Ontario,North Bay,Inspiron,2,Offline,24
769,Millie Chaters,Business,Chef,Canada,Ontario,Gananoque,Chromebook,82,Social Networks,6
770,Dev Buntine,Personal,Game developer,United States,California,San Jose,Inspiron,1,Recommendation,36
771,Aron Beer,Personal,Game developer,Canada,Ontario,Dorchester,Alienware,1,Tech Blogs,6
772,Guinevere Flaonier,Business,Game developer,United States,California,Sacramento,Alienware,61,Tech Blogs,12
773,Lionel Skehens,Personal,Software Engineer,Canada,Ontario,Stratford,Alienware,2,Social Networks,6
774,Lothario Parkin,Business,Student,United States,California,San Diego,Chromebook,61,Social Networks,36
775,Anastasie Maleney,Personal,Software Engineer,Canada,Ontario,Fort Erie,Alienware,1,Tech Blogs,12
776,Robinetta Borlease,Business,Chef,Canada,Ontario,Windsor,Chromebook,56,Offline,24
777,Jewell Hardiman,Business,Student,United States,California,Fullerton,Inspiron,25,Offline,6
778,Winfield Banane,Personal,Software Engineer,Canada,Ontario,Lambton Shores,XPS,1,Social Networks,24
779,Land Choldcroft,Personal,Software Engineer,United States,California,Stockton,XPS,2,Offline,6
780,Winslow Gockeler,Personal,Student,United States,California,Sacramento,Inspiron,1,Offline,24
781,Leonid Matysiak,Personal,Chef,Canada,Ontario,Amherstburg,Chromebook,2,Tech Blogs,36
782,Scarlet Carff,Personal,Student,Canada,Ontario,Clarence-Rockland,Inspiron,2,Tech Blogs,36
783,Tove Saywell,Business,Game developer,Canada,Ontario,Camlachie,Alienware,57,Recommendation,24
784,Jesus Symms,Personal,Chef,Canada,Ontario,Toronto,Chromebook,2,Tech Blogs,6
785,Egor Ducker,Business,Software Engineer,Canada,Ontario,Amherstburg,XPS,55,Recommendation,24
786,Wallache Loreit,Personal,Student,Canada,Ontario,Norfolk County,Inspiron,2,Offline,24
787,Kath Glasser,Business,Software Engineer,Canada,Ontario,Espanola,Alienware,47,Recommendation,24
788,Jerrilee Eason,Business,Student,Canada,Ontario,Brant,Chromebook,83,Recommendation,24
789,Brigitte Kaasman,Business,Student,United States,California,Fresno,Inspiron,80,Social Networks,24
790,Randal Gaber,Personal,Game developer,Canada,Ontario,Aylmer,Alienware,2,Recommendation,6
791,Josephina Poundford,Business,Software Engineer,Canada,Ontario,Vaughan,Servers,55,Recommendation,6
792,Beatriz Antram,Business,Software Engineer,Canada,Ontario,Atikokan,XPS,49,Offline,6
793,Buck Scalera,Business,Chef,United States,California,Stockton,Inspiron,83,Recommendation,6
794,Isa Behneke,Business,Student,Canada,Ontario,Kapuskasing,Inspiron,37,Recommendation,24
795,Yoshiko Bohan,Business,Chef,Canada,Ontario,Innisfil,Chromebook,54,Social Networks,24
796,Averill Jan,Business,Game developer,Canada,Ontario,Powassan,Alienware,38,Tech Blogs,12
797,Murvyn Rogers,Personal,Student,United States,California,San Diego,Inspiron,1,Social Networks,24
798,Louella Roelofs,Personal,Game developer,Canada,Ontario,Windsor,Alienware,1,Social Networks,12
799,Aubert Brandrick,Business,Chef,Canada,Ontario,Little Current,Chromebook,21,Tech Blogs,36
800,Kettie Bleckly,Personal,Student,United States,California,Garden Grove,Alienware,2,Social Networks,6
801,Torin Warboys,Business,Chef,Canada,Ontario,Petawawa,Chromebook,66,Social Networks,36
802,Katy Peattie,Business,Software Engineer,United States,California,Huntington Beach,XPS,31,Tech Blogs,36
803,Ferris Coolahan,Personal,Student,Canada,Ontario,Ingersoll,Inspiron,2,Offline,6
804,Vanny Kubes,Business,Software Engineer,United States,California,Orange,Servers,90,Social Networks,24
805,Marget Hackin,Personal,Game developer,Canada,Ontario,Innisfil,Alienware,2,Offline,12
806,Fair Bucknell,Business,Chef,United States,California,San Diego,Chromebook,94,Offline,6
807,Rosco Compston,Business,Chef,United States,California,Oakland,Chromebook,79,Recommendation,24
808,Hermine Legge,Business,Game developer,United States,California,Fresno,Alienware,53,Social Networks,24
809,Gwyneth Tavernor,Personal,Software Engineer,Canada,Ontario,Petrolia,Servers,1,Recommendation,6
810,Frederick Ickowics,Business,Game developer,Canada,Ontario,Milton,XPS,58,Offline,36
811,Garfield Luton,Business,Software Engineer,United States,California,San Jose,Alienware,44,Social Networks,24
812,Othilia Toler,Business,Student,United States,California,Los Angeles,Inspiron,89,Tech Blogs,12
813,Tod Surby,Personal,Software Engineer,Canada,Ontario,Omemee,Alienware,2,Offline,12
814,Joy Chetham,Business,Chef,Canada,Ontario,Pickering,Chromebook,37,Tech Blogs,12
815,Ashlen Moodey,Business,Game developer,United States,California,Long Beach,Alienware,69,Recommendation,12
816,Bradney Aucoate,Personal,Student,United States,California,Anaheim,Inspiron,1,Offline,12
817,Lucius Chestle,Personal,Software Engineer,Canada,Ontario,Bells Corners,XPS,1,Offline,6
818,Symon MacCaull,Business,Game developer,United States,California,Alhambra,Alienware,53,Recommendation,24
819,Helga Kinsell,Business,Software Engineer,Canada,Ontario,Mattawa,XPS,28,Recommendation,6
820,Ethe McClaren,Personal,Game developer,Canada,Ontario,Greater Napanee,Alienware,2,Social Networks,24
821,Darbee Gras,Business,Software Engineer,United States,California,San Jose,XPS,66,Offline,6
822,Edgardo Dawks,Business,Chef,Canada,Ontario,Amherstburg,Chromebook,95,Offline,24
823,Jacquie Wayper,Personal,Game developer,Canada,Ontario,Wingham,Alienware,2,Recommendation,24
824,Hertha Gambell,Business,Chef,United States,California,Van Nuys,Chromebook,60,Social Networks,24
825,Sylvester Craw,Personal,Software Engineer,United States,California,San Francisco,XPS,2,Offline,6
826,Haleigh Bines,Business,Game developer,Canada,Ontario,Bancroft,Alienware,34,Tech Blogs,6
827,Harold Udy,Personal,Game developer,Canada,Ontario,Lambton Shores,Alienware,1,Social Networks,12
828,Fritz Sangster,Business,Game developer,United States,California,Sacramento,Alienware,76,Tech Blogs,36
829,Nissa Redmond,Personal,Student,United States,California,San Diego,Alienware,2,Social Networks,12
830,Jarad McGaw,Personal,Game developer,United States,California,Santa Ana,Alienware,2,Social Networks,6
831,Micheline Ilyukhov,Business,Chef,United States,California,Fresno,Chromebook,48,Offline,6
832,Ethelbert Futter,Personal,Game developer,United States,California,San Diego,Alienware,1,Tech Blogs,36
833,Wilhelm Bollis,Personal,Student,United States,California,Sacramento,Inspiron,2,Tech Blogs,6
834,Niles MacCleay,Personal,Game developer,United States,California,Glendale,Alienware,2,Offline,24
835,Phillipp Cervantes,Business,Game developer,United States,California,Newport Beach,Alienware,39,Social Networks,24
836,Mada Latek,Personal,Software Engineer,United States,California,San Diego,Alienware,2,Tech Blogs,12
837,Caterina Mildmott,Business,Student,Canada,Ontario,Newmarket,Inspiron,52,Offline,36
838,Mariel Beecham,Business,Software Engineer,Canada,Ontario,Petrolia,Servers,72,Tech Blogs,12
839,Jermayne Weich,Business,Software Engineer,Canada,Ontario,Little Current,Servers,30,Offline,12
840,Murvyn Grimbleby,Personal,Game developer,Canada,Ontario,Petrolia,Alienware,1,Recommendation,36
841,Wandie Rotherham,Personal,Software Engineer,United States,California,Sacramento,Alienware,2,Offline,36
842,Andeee Gutridge,Personal,Software Engineer,Canada,Ontario,Barrie,Servers,2,Tech Blogs,6
843,Genovera Gowthorpe,Business,Chef,Canada,Ontario,Innisfil,Chromebook,74,Tech Blogs,36
844,Lorianna Dugmore,Personal,Software Engineer,United States,California,Whittier,Alienware,1,Recommendation,36
845,Thurstan Dimitrescu,Personal,Student,Canada,Ontario,Omemee,Chromebook,2,Social Networks,36
846,Clarance Fincham,Personal,Software Engineer,Canada,Ontario,Atikokan,XPS,2,Tech Blogs,24
847,Donetta Lulham,Business,Game developer,Canada,Ontario,Espanola,Alienware,100,Social Networks,24
848,Gerrard Derrington,Personal,Chef,Canada,Ontario,Kapuskasing,Chromebook,2,Social Networks,6
849,Nancey Hares,Personal,Game developer,Canada,Ontario,Sarnia,Alienware,1,Social Networks,36
850,Coop Pittel,Personal,Software Engineer,United States,California,Fresno,XPS,2,Tech Blogs,6
851,Tedmund Camacho,Personal,Student,United States,California,Anaheim,Inspiron,1,Recommendation,6
852,Sibylle Drever,Personal,Student,United States,California,San Jose,Inspiron,2,Social Networks,12
853,Editha Pargent,Personal,Game developer,Canada,Ontario,Casselman,Alienware,2,Recommendation,36
854,Vitia Follitt,Personal,Software Engineer,Canada,Ontario,Espanola,XPS,2,Social Networks,36
855,Tibold Wayland,Personal,Game developer,United States,California,Los Angeles,Alienware,1,Social Networks,24
856,Allayne Donovin,Personal,Software Engineer,United States,California,Los Angeles,Servers,2,Tech Blogs,12
857,Ekaterina Croll,Business,Student,United States,California,Sacramento,Chromebook,55,Recommendation,6
858,Andee Bees,Business,Software Engineer,United States,California,Fresno,XPS,68,Offline,6
859,Clarissa Drains,Business,Student,Canada,Ontario,Picton,Inspiron,82,Recommendation,12
860,Ebonee Tidmas,Personal,Chef,United States,California,Fresno,Chromebook,1,Tech Blogs,24
861,Dorotea Salomon,Business,Game developer,Canada,Ontario,Oshawa,Alienware,98,Offline,12
862,Theresina Lohrensen,Personal,Student,Canada,Ontario,Espanola,Inspiron,1,Offline,6
863,Milli Burman,Business,Chef,United States,California,San Jose,Chromebook,20,Social Networks,24
864,Nicky Goddert.sf,Personal,Student,United States,California,Whittier,Inspiron,1,Social Networks,12
865,Rusty Stell,Personal,Student,Canada,Ontario,Neebing,Inspiron,2,Offline,6
866,Barri Deares,Personal,Software Engineer,United States,California,Pasadena,Servers,2,Social Networks,6
867,Yurik Gronw,Personal,Software Engineer,United States,California,Sacramento,Servers,1,Offline,6
868,Helen Kayzer,Personal,Game developer,Canada,Ontario,Windsor,Alienware,2,Recommendation,6
869,Brannon Kirton,Personal,Chef,Canada,Ontario,North Perth,Chromebook,1,Social Networks,24
870,Lucita Grebbin,Personal,Student,Canada,Ontario,Smiths Falls,Inspiron,2,Tech Blogs,24
871,Bartlett Deniscke,Business,Game developer,Canada,Ontario,Dorchester,Alienware,82,Recommendation,12
872,Janie O'Doherty,Business,Game developer,United States,California,Sacramento,Alienware,42,Tech Blogs,36
873,Angelico Yegorkov,Business,Software Engineer,Canada,Ontario,Espanola,Alienware,48,Offline,24
874,Dwain Lovelace,Business,Student,Canada,Ontario,Kapuskasing,Chromebook,99,Offline,36
875,Kayla Drever,Business,Software Engineer,Canada,Ontario,Iroquois Falls,Alienware,37,Offline,12
876,Steffie Crumbleholme,Business,Game developer,Canada,Ontario,Lambton Shores,XPS,27,Offline,12
877,Aron Dowgill,Personal,Chef,Canada,Ontario,South River,Chromebook,1,Social Networks,6
878,Jayme Leverich,Personal,Student,United States,California,Sacramento,Inspiron,2,Offline,24
879,Jacqueline Bittlestone,Personal,Student,Canada,Ontario,Skatepark,Inspiron,2,Social Networks,36
880,Gratia Mantz,Business,Student,United States,California,Oceanside,Inspiron,75,Tech Blogs,36
881,Natalina Nolda,Business,Student,United States,California,Lancaster,Inspiron,82,Offline,24
882,Johnnie Conkey,Personal,Chef,United States,California,Oakland,Chromebook,1,Tech Blogs,36
883,Judye Dunton,Personal,Student,Canada,Ontario,Rayside-Balfour,Inspiron,2,Social Networks,24
884,Bert Verrall,Business,Student,United States,California,Los Angeles,Inspiron,62,Offline,6
885,Elna Panther,Personal,Game developer,United States,California,Whittier,Alienware,1,Social Networks,24
886,Shaine Traves,Business,Chef,United States,California,Pasadena,Chromebook,49,Offline,36
887,Cornelia Belch,Personal,Chef,United States,California,Pasadena,Chromebook,2,Recommendation,12
888,Ron Matuszinski,Business,Student,United States,California,Van Nuys,Inspiron,22,Recommendation,12
889,Hewe Tarquinio,Business,Game developer,United States,California,Sacramento,Alienware,75,Offline,12
890,Sibylla Apple,Business,Chef,Canada,Ontario,Ottawa,Chromebook,29,Tech Blogs,24
891,Robbyn Wallington,Personal,Software Engineer,Canada,Ontario,Collingwood,XPS,2,Recommendation,12
892,Neils Brownsall,Personal,Software Engineer,Canada,Ontario,Midland,XPS,2,Recommendation,6
893,Kyle Morley,Business,Game developer,Canada,Ontario,Innisfil,Alienware,78,Offline,6
894,Ann Hyde,Business,Student,United States,California,San Jose,Inspiron,85,Recommendation,6
895,Oliviero Ludron,Personal,Game developer,United States,California,Los Angeles,Alienware,2,Social Networks,12
896,Donnajean Selby,Business,Chef,United States,California,Lancaster,Chromebook,33,Recommendation,6
897,Ibbie Pobjay,Personal,Chef,United States,California,Santa Ana,Chromebook,2,Social Networks,24
898,Adela Choppin,Business,Chef,Canada,Ontario,Concord,Chromebook,27,Offline,6
899,Skell Mickleborough,Personal,Software Engineer,Canada,Ontario,Kingston,Servers,2,Tech Blogs,24
900,Dolli Domesday,Personal,Student,United States,California,Sacramento,Inspiron,1,Social Networks,24
901,Alberto Skipsea,Business,Chef,Canada,Ontario,Aylmer,Chromebook,87,Social Networks,36
902,Adina Placido,Personal,Chef,Canada,Ontario,Petawawa,Chromebook,2,Tech Blogs,12
903,Rice Pensom,Personal,Student,United States,California,Orange,Inspiron,1,Offline,24
904,Wendie Kennelly,Personal,Chef,United States,California,Anaheim,Inspiron,1,Offline,6
905,Ginelle Gittose,Business,Student,United States,California,Bakersfield,Inspiron,34,Offline,6
906,Cyndy Nortcliffe,Business,Game developer,Canada,Ontario,London,Alienware,95,Recommendation,12
907,Lauritz Ledington,Personal,Student,United States,California,San Jose,Inspiron,2,Recommendation,6
908,Gilbertine Axtell,Personal,Student,Canada,Ontario,Milton,Inspiron,1,Offline,6
909,Cos Severns,Personal,Student,United States,California,San Diego,Inspiron,1,Tech Blogs,24
910,Benoite Tidder,Business,Software Engineer,Canada,Ontario,Pembroke,Alienware,51,Recommendation,6
911,Sharia Speeding,Business,Software Engineer,Canada,Ontario,Waterloo,Alienware,94,Recommendation,36
912,Tailor Adrain,Personal,Software Engineer,Canada,Ontario,Kapuskasing,Servers,1,Offline,12
913,Collie Elphinston,Personal,Chef,Canada,Ontario,Lambton Shores,Chromebook,1,Social Networks,12
914,Fidelia Letch,Business,Software Engineer,United States,California,Santa Ana,XPS,26,Recommendation,12
915,Carlye Gordon,Personal,Game developer,Canada,Ontario,Mississauga,Alienware,2,Recommendation,6
916,Dillie Bardwell,Business,Software Engineer,United States,California,Oakland,Alienware,72,Social Networks,12
917,Hortensia Christofor,Business,Chef,United States,California,Sacramento,Chromebook,72,Social Networks,36
918,Antonius Thickins,Personal,Student,United States,California,Sacramento,Inspiron,1,Recommendation,12
919,Raimondo Hills,Personal,Software Engineer,Canada,Ontario,North Bay,Alienware,2,Recommendation,36
920,Patti Flintoft,Business,Game developer,United States,California,San Rafael,Alienware,86,Social Networks,6
921,Florinda Casebourne,Business,Game developer,Canada,Ontario,Arnprior,Alienware,63,Offline,36
922,Opal Artingstall,Business,Game developer,United States,California,Sacramento,Alienware,32,Social Networks,36
923,Karney Croker,Personal,Game developer,United States,California,San Diego,Alienware,1,Offline,6
924,Winn Bernardoux,Personal,Student,United States,California,Pasadena,Inspiron,2,Tech Blogs,12
925,Robbin Servis,Business,Software Engineer,Canada,Ontario,Smiths Falls,XPS,54,Social Networks,6
926,Joelly Tardiff,Personal,Chef,United States,California,Santa Barbara,Chromebook,1,Offline,6
927,Jammie Eitter,Personal,Chef,United States,California,Los Angeles,Chromebook,2,Recommendation,12
928,Alidia Kynston,Business,Chef,United States,California,Glendale,Chromebook,93,Offline,36
929,Sonni Jackson,Business,Game developer,United States,California,Glendale,XPS,89,Recommendation,24
930,Duky Buckenhill,Business,Chef,Canada,Ontario,Aylmer,Chromebook,78,Social Networks,6
931,Fred Glenfield,Personal,Student,United States,California,Los Angeles,XPS,1,Recommendation,6
932,Shea Longmore,Business,Game developer,Canada,Ontario,Arnprior,Alienware,97,Offline,36
933,Bourke Wandtke,Business,Student,United States,California,Sacramento,Inspiron,28,Social Networks,12
934,Glen McCreath,Business,Chef,United States,California,Sacramento,Chromebook,27,Recommendation,6
935,Chad Baldoni,Business,Chef,United States,California,Santa Barbara,Chromebook,87,Social Networks,36
936,Darill Friman,Business,Game developer,United States,California,Los Angeles,Inspiron,90,Social Networks,6
937,Micheline Jelf,Business,Game developer,United States,California,Carlsbad,Inspiron,22,Offline,12
938,Sosanna Standley,Personal,Software Engineer,United States,California,Santa Ana,Alienware,2,Offline,6
939,Edyth Munkley,Business,Game developer,United States,California,Fresno,Inspiron,28,Social Networks,24
940,Damaris Syer,Personal,Game developer,Canada,Ontario,Vaughan,Alienware,2,Tech Blogs,6
941,Randene Marmyon,Personal,Game developer,Canada,Ontario,Espanola,Alienware,1,Tech Blogs,12
942,Cari Cayser,Business,Chef,United States,California,Bakersfield,Chromebook,49,Social Networks,12
943,Fraze Law,Business,Chef,Canada,Ontario,Brant,Chromebook,23,Recommendation,36
944,Sinclare Stenning,Personal,Chef,United States,California,Oakland,Chromebook,2,Offline,24
945,Jeanna Olanda,Personal,Student,United States,California,Orange,Inspiron,2,Offline,6
946,Boone Atwell,Personal,Software Engineer,Canada,Ontario,Bancroft,Servers,2,Social Networks,36
947,Sioux Doumerc,Business,Software Engineer,Canada,Ontario,Kapuskasing,Alienware,66,Social Networks,6
948,Helyn Dever,Business,Student,United States,California,Huntington Beach,Inspiron,60,Recommendation,12
949,Erny Ferres,Personal,Student,United States,California,San Jose,Inspiron,1,Offline,24
950,Nana Sherwin,Personal,Student,Canada,Ontario,Brampton,Inspiron,1,Tech Blogs,36
951,Marigold Grane,Business,Student,Canada,Ontario,Owen Sound,Inspiron,49,Offline,36
952,Melicent Pervoe,Personal,Chef,Canada,Ontario,Orangeville,Chromebook,2,Social Networks,36
953,Rock Darcy,Personal,Game developer,United States,California,San Diego,XPS,2,Social Networks,24
954,Corrina Delafont,Business,Software Engineer,United States,California,Sacramento,Alienware,86,Social Networks,36
955,Marris Schankelborg,Personal,Software Engineer,United States,California,Oakland,XPS,1,Recommendation,36
956,Rene Barden,Business,Chef,United States,California,Whittier,Chromebook,72,Tech Blogs,6
957,Iver Berriball,Personal,Student,Canada,Ontario,Windsor,Inspiron,1,Tech Blogs,24
958,Jessalyn Forsyde,Personal,Game developer,United States,California,Fresno,XPS,2,Tech Blogs,6
959,Nels Harsnep,Personal,Software Engineer,Canada,Ontario,Renfrew,Servers,1,Recommendation,24
960,Flossi Yansons,Business,Chef,Canada,Ontario,Waterloo,Chromebook,76,Offline,24
961,Nadya Donkersley,Business,Chef,United States,California,San Jose,Chromebook,21,Tech Blogs,6
962,Prudence Greenhall,Business,Software Engineer,United States,California,San Francisco,XPS,53,Social Networks,24
963,Trudie Chalder,Business,Student,United States,California,Carlsbad,Alienware,34,Offline,12
964,Cosette Woolard,Personal,Game developer,Canada,Ontario,Marathon,Alienware,2,Social Networks,12
965,Jinny Broom,Personal,Chef,United States,California,Van Nuys,Chromebook,2,Offline,36
966,Abeu Callan,Business,Software Engineer,Canada,Ontario,Bells Corners,XPS,20,Recommendation,6
967,Timi Drache,Business,Student,United States,California,Pasadena,Chromebook,40,Tech Blogs,6
968,Jonell Diche,Personal,Chef,United States,California,Sacramento,Chromebook,1,Offline,12
969,Antoinette Gaize,Business,Chef,United States,California,Corona,Chromebook,45,Offline,24
970,Bobinette Sturrock,Personal,Software Engineer,United States,California,Fresno,Alienware,1,Recommendation,12
971,Rikki Kunneke,Business,Game developer,United States,California,Los Angeles,Alienware,91,Tech Blogs,36
972,Grata Spencer,Business,Chef,United States,California,Mountain View,Chromebook,41,Offline,12
973,Matthew Woolforde,Business,Software Engineer,Canada,Ontario,Belleville,XPS,93,Offline,36
974,Merrielle Simonetto,Personal,Chef,Canada,Ontario,Carleton Place,Chromebook,2,Recommendation,36
975,Ernestine Garcia,Business,Chef,Canada,Ontario,Marathon,Chromebook,40,Social Networks,12
976,Sandor Halmkin,Personal,Chef,Canada,Ontario,Prince Edward,Chromebook,2,Social Networks,24
977,Cathie Priver,Business,Game developer,Canada,Ontario,Amherstburg,Alienware,54,Offline,36
978,Esme Heintsch,Business,Student,United States,California,Irvine,Inspiron,90,Recommendation,12
979,Elinore Foro,Business,Game developer,United States,California,San Diego,Alienware,34,Social Networks,6
980,Maxie Cosby,Personal,Chef,Canada,Ontario,Oshawa,Chromebook,1,Recommendation,36
981,Wendye MacCarroll,Business,Game developer,United States,California,Los Angeles,Inspiron,30,Offline,36
982,Lezlie Sanbrook,Personal,Software Engineer,United States,California,Huntington Beach,XPS,2,Social Networks,6
983,Derick Purvess,Business,Chef,Canada,Ontario,Angus,Chromebook,74,Tech Blogs,12
984,Patton Sacco,Business,Game developer,United States,California,Glendale,Alienware,60,Recommendation,12
985,Tally Ridulfo,Personal,Student,United States,California,Santa Rosa,Inspiron,2,Social Networks,36
986,Johna Shrigley,Personal,Game developer,United States,California,San Jose,XPS,2,Recommendation,12
987,Ennis Sciusscietto,Personal,Chef,Canada,Ontario,Omemee,Chromebook,1,Recommendation,24
988,Billy Gheorghe,Personal,Chef,United States,California,San Diego,Chromebook,2,Recommendation,6
989,Dorri Roz,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Recommendation,24
990,Alleen Kacheller,Business,Software Engineer,United States,California,Corona,Servers,51,Social Networks,24
991,Therine Tour,Personal,Software Engineer,United States,California,Chico,Servers,1,Offline,6
992,Vivyanne Timperley,Business,Student,Canada,Ontario,North Perth,Inspiron,35,Social Networks,36
993,Beatriz Whaplington,Business,Game developer,India,Andhra Pradesh,Agraharam,Alienware,75,Recommendation,36
994,Calypso Hellyer,Business,Chef,Canada,Ontario,St. Catharines,Chromebook,41,Tech Blogs,36
995,Skippy Pottes,Business,Student,United States,California,Fresno,Chromebook,83,Tech Blogs,6
996,Ambrosio Longcaster,Personal,Game developer,United States,California,Richmond,Alienware,2,Social Networks,6
997,Corene Kremer,Personal,Game developer,United States,California,San Diego,Alienware,1,Offline,6
998,Paquito McShane,Personal,Chef,United States,California,Huntington Beach,Chromebook,1,Offline,12
999,Teodor Shildrake,Personal,Software Engineer,Canada,Ontario,North Bay,Alienware,2,Social Networks,24
1000,Nike MacArthur,Business,Chef,United States,California,San Francisco,Chromebook,67,Tech Blogs,12
1001,Vincenty Rayworth,Business,Student,Canada,Ontario,Rayside-Balfour,Inspiron,50,Tech Blogs,24
1002,Walden Madgwich,Personal,Chef,United States,California,San Francisco,Chromebook,1,Offline,24
1003,Zelda Charrette,Business,Software Engineer,United States,California,San Jose,XPS,66,Tech Blogs,24
1004,Nedi Colaton,Business,Software Engineer,United States,California,Los Angeles,Alienware,52,Recommendation,24
1005,Brande Bartlett,Business,Student,Canada,Ontario,Belleville,Inspiron,21,Offline,6
1006,Jolyn Lorenzini,Personal,Software Engineer,United States,California,Santa Rosa,XPS,2,Social Networks,6
1007,Blondelle Highwood,Personal,Student,United States,California,Whittier,Inspiron,2,Recommendation,6
1008,Jobie Entwisle,Business,Game developer,United States,California,Pasadena,Alienware,22,Social Networks,12
1009,Costanza Glastonbury,Business,Chef,Canada,Ontario,Dorchester,Chromebook,36,Tech Blogs,36
1010,Arabele Shiel,Personal,Student,Canada,Ontario,Petrolia,Inspiron,1,Recommendation,12
1011,Kania Maurice,Business,Student,United States,California,Oakland,Alienware,46,Recommendation,24
1012,Lorita Castelain,Business,Game developer,United States,California,Santa Ana,XPS,79,Tech Blogs,12
1013,Lind Le Fleming,Business,Chef,United States,California,Corona,Chromebook,63,Tech Blogs,12
1014,Yovonnda Kittoe,Personal,Student,Canada,Ontario,Marathon,Inspiron,1,Offline,12
1015,Clerkclaude Banthorpe,Personal,Chef,United States,California,San Diego,Chromebook,1,Tech Blogs,36
1016,Palmer Bassford,Personal,Chef,Canada,Ontario,London,Chromebook,2,Offline,6
1017,Felice Middlewick,Personal,Chef,Canada,Ontario,Marathon,Chromebook,2,Social Networks,6
1018,Robbi Leving,Business,Game developer,Canada,Ontario,Casselman,Alienware,93,Tech Blogs,36
1019,Cynthia Hutfield,Business,Software Engineer,Canada,Ontario,Orillia,XPS,71,Social Networks,12
1020,Sean Eadon,Business,Game developer,Canada,Ontario,Rayside-Balfour,Alienware,58,Tech Blogs,36
1021,Quintus Timson,Business,Chef,United States,California,Salinas,Chromebook,54,Tech Blogs,6
1022,Sharline Wheaton,Business,Chef,Canada,Ontario,Fort Erie,Chromebook,98,Social Networks,12
1023,Aubrette Phripp,Personal,Student,United States,California,San Francisco,Inspiron,1,Offline,6
1024,Gracie Aird,Personal,Game developer,Canada,Ontario,North York,XPS,1,Recommendation,6
1025,Clea Mowling,Business,Chef,Canada,Ontario,Prince Edward,Chromebook,35,Social Networks,36
1026,Karlan Denzilow,Personal,Student,United States,California,Simi Valley,Inspiron,2,Recommendation,6
1027,Kesley Garces,Business,Student,United States,California,Fullerton,Inspiron,73,Tech Blogs,36
1028,Goraud Pietrowski,Business,Software Engineer,United States,California,Sacramento,Servers,58,Recommendation,12
1029,Wanids Muzzollo,Business,Chef,Canada,Ontario,Carleton Place,Chromebook,95,Offline,24
1030,Devlin Brogioni,Personal,Software Engineer,Canada,Ontario,North Bay,XPS,2,Offline,24
1031,Darn Thwaite,Personal,Software Engineer,Canada,Ontario,Markham,Servers,1,Recommendation,12
1032,Cam Gilhoolie,Personal,Software Engineer,United States,California,San Francisco,XPS,2,Offline,6
1033,Georgia Mohan,Business,Chef,Canada,Ontario,Rayside-Balfour,Chromebook,42,Tech Blogs,36
1034,Maurits Brikner,Business,Chef,United States,California,Santa Rosa,Chromebook,46,Recommendation,24
1035,Claudina Piccard,Business,Student,United States,California,San Bernardino,Inspiron,74,Recommendation,36
1036,Fee Leggatt,Business,Software Engineer,Canada,Ontario,Petawawa,XPS,66,Recommendation,12
1037,Carmella Wildin,Business,Software Engineer,United States,California,San Diego,XPS,74,Recommendation,24
1038,Margaretta Arnott,Personal,Software Engineer,Canada,Ontario,Willowdale,Servers,1,Offline,12
1039,Birch Bond,Personal,Software Engineer,Canada,Ontario,Petawawa,XPS,2,Recommendation,6
1040,Winifield Trathan,Business,Software Engineer,Canada,Ontario,Kapuskasing,Servers,55,Recommendation,6
1041,Dyanne Coster,Personal,Game developer,Canada,Ontario,Carleton Place,Alienware,1,Offline,6
1042,Laurie Braxton,Business,Student,Canada,Ontario,Dorchester,Alienware,48,Recommendation,24
1043,Kearney Bottomley,Personal,Game developer,United States,California,San Francisco,Alienware,1,Offline,12
1044,Corette Husband,Personal,Game developer,United States,California,Whittier,XPS,2,Tech Blogs,36
